Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
03-JUN-2019,31406.05,31674.6,31284.7,31653.65,160090476,4443.9
04-JUN-2019,31532.9,31752.7,31512.95,31589.05,172424592,4627.37
06-JUN-2019,31523.95,31541.5,30800.8,30857.4,283140588,7895.98
07-JUN-2019,30943.15,31139.6,30627.05,31066.55,215267224,5593.78
10-JUN-2019,31259.2,31367.4,30861.3,31034,208614002,4870.64
11-JUN-2019,31172.25,31399.35,30973.35,31265.45,188115329,4371.7
12-JUN-2019,31219.3,31222.3,30911.45,30965.7,143703508,3787.08
13-JUN-2019,30876.75,31036.9,30638.25,30976.1,341891022,7587.55
14-JUN-2019,30983.45,31032.65,30508.95,30614.35,255356460,6366.06
17-JUN-2019,30652,30684.05,30249.4,30273.25,184466679,5401.37
18-JUN-2019,30299.45,30550.65,30222.85,30351,241865592,6147.16
19-JUN-2019,30526.5,30699.15,30242,30362.1,252889076,5825.47
20-JUN-2019,30390.2,30824.55,30220.7,30781.1,293131675,6983.33
21-JUN-2019,30804.95,30804.95,30541.5,30628.35,238841807,6101.47
24-JUN-2019,30680.95,30783.65,30528,30602.05,165301524,4081.42
25-JUN-2019,30567.65,30913.25,30451.4,30847.05,145143905,4155.46
26-JUN-2019,30809.2,31202.7,30766.65,31162.35,171974194,4513.07
27-JUN-2019,31192.1,31490.6,31158.8,31269.5,231102423,7463.55
28-JUN-2019,31281,31308.9,31060.6,31105.2,223608802,5576.56
01-JUL-2019,31271,31450.35,31246.45,31372.2,133169266,3607.35
02-JUL-2019,31414.65,31431.35,31105.1,31283.3,233874612,4640.78
03-JUL-2019,31347.7,31467.15,31238.5,31382.3,224146516,4953.49
04-JUL-2019,31471,31608.35,31428.05,31471.85,242985504,5416.41
05-JUL-2019,31523.05,31660.75,31323.25,31475.8,384291668,7011.16
08-JUL-2019,31346.85,31370.4,30536.75,30603.85,390494875,6895.32
09-JUL-2019,30533.4,30702.1,30346.7,30569.15,259250655,5474.22
10-JUL-2019,30618.05,30728.35,30428.6,30522.1,184326854,4611.79
11-JUL-2019,30707,30788.05,30565.35,30716.55,173564485,4583.76
12-JUL-2019,30789.75,30870.95,30548.3,30601.45,156245254,5095.02
15-JUL-2019,30688.85,30695.7,30334.2,30445.95,223023061,4915.44
16-JUL-2019,30532.65,30635,30429.9,30570.8,369337661,6823.01
17-JUL-2019,30622.25,30799.7,30568.3,30735.5,367511522,7421.74
18-JUL-2019,30705.8,30769.35,30378.6,30430.6,352029779,6272.1
19-JUL-2019,30515.1,30543.75,29705.75,29770.35,287392672,6710.7
22-JUL-2019,29617.05,29635.15,29194.1,29284.95,350333275,7453
23-JUL-2019,29342.45,29365.8,29078.15,29128.1,333503030,7830.82
24-JUL-2019,29085.45,29252.4,28871,28952.25,244078618,5657.91
25-JUL-2019,28981.05,29240.8,28931.05,29043.05,296560592,6680.01
26-JUL-2019,29062.5,29379.1,28994.5,29325.3,383572807,6093.26
29-JUL-2019,29583.45,29592.95,29104.85,29295.9,303508229,6738.65
30-JUL-2019,29434.85,29530.3,28737.8,28791.6,301282413,7641.56
31-JUL-2019,28575.45,28979.75,28529.75,28876,346506962,10237.68
01-AUG-2019,28660.5,28819.7,28047.35,28367.25,282236909,7707.97
02-AUG-2019,28224.25,28544.55,27936.35,28204.95,319929406,8849.25
05-AUG-2019,27841.2,27866.55,27389.5,27648.05,334367503,7912.63
06-AUG-2019,27518.5,28148.4,27503.9,28022.1,291001441,7032.3
07-AUG-2019,28053.85,28175.55,27641.85,27702.05,353400945,7335.22
08-AUG-2019,27840.1,28227.55,27531.05,28110.45,303596759,7133.44
09-AUG-2019,28293.65,28602.75,28251.75,28431.9,336826632,7347.48
13-AUG-2019,28356.8,28358.85,27683.5,27729.1,335809590,5984.53
14-AUG-2019,27885.5,28107.05,27726.65,28019.2,290413445,5104.33
16-AUG-2019,27920.3,28251.05,27720.95,28217,274020219,5157.25
19-AUG-2019,28331.25,28468.9,28146.5,28186.1,241810912,4525.25
20-AUG-2019,28163.55,28215.4,27839.65,27982.45,288236399,5073.04
21-AUG-2019,28021,28098.9,27666.2,27719.05,358841104,5315.64
22-AUG-2019,27690.05,27690.05,26975.55,27034.2,465070847,6452.46
23-AUG-2019,26835.35,27207.3,26560.6,26958.65,485538647,7843.57
26-AUG-2019,27663.95,27995.25,26859.35,27951.35,519219181,8927.81
27-AUG-2019,28106.3,28277.7,27960.8,28126.15,386839458,7802
28-AUG-2019,28080.25,28095.55,27634.65,27804.3,384111651,6674.3
29-AUG-2019,27694.95,27719.05,27239.95,27305.2,377438481,7339.26
30-AUG-2019,27407.9,27586.5,27121.95,27427.85,427077225,8056.5
03-SEP-2019,27239.2,27247.05,26742.6,26824.15,392427883,6171.33
04-SEP-2019,26785.95,27278.7,26641.35,27123.85,309520214,5990.87
05-SEP-2019,27086.95,27243.95,26815.4,26919.7,327083693,5826.31
06-SEP-2019,26986.5,27311.05,26950.55,27247.9,251986487,4874.57
09-SEP-2019,27240.35,27565.55,26993.9,27504.65,286110458,5197.2
11-SEP-2019,27639.05,27829.65,27551.65,27776.2,467414755,6677.77
12-SEP-2019,27870.8,28062.3,27764.7,27818.5,377820739,6469.22
13-SEP-2019,27772,28126.85,27573.45,28098.75,438497830,6752.69
16-SEP-2019,27868,28066.7,27798.85,27855,234062573,4463.98
17-SEP-2019,27765.1,27851.4,27047.95,27131.75,277762547,5449.45
18-SEP-2019,27304.7,27414.45,27088.8,27172.65,307775512,5314.41
19-SEP-2019,27175.45,27175.45,26643,26757.65,450436905,6050.19
20-SEP-2019,26878.65,29418.95,26727.55,28981.55,844582360,18185.99
23-SEP-2019,30039.4,30801.3,29776.3,30566.2,552171387,14401.9
24-SEP-2019,30432,30668.1,29889.55,30183.1,348810197,8157.62
25-SEP-2019,30029.05,30067.6,29470.1,29586.05,352814285,8112.37
26-SEP-2019,29640.55,30718.35,29627,30002.6,540435004,11367.6
27-SEP-2019,29974.95,30112.65,29711.35,29876.65,464096458,7011.82
30-SEP-2019,29674.8,29754.4,28943.45,29103.15,580252025,9447.47
01-OCT-2019,29226.15,29526.4,28077.35,28725.5,1187313940,15321.69
03-OCT-2019,28606.7,28769.1,28240.8,28414.1,825756750,10519.65
04-OCT-2019,28681.9,28730.3,27653.7,27731.85,732719135,9504.35
07-OCT-2019,27909.9,28185.15,27568.35,27767.55,554307096,8314.79
09-OCT-2019,27901.65,28857.7,27702.05,28785.85,574832720,8826.87
10-OCT-2019,28542.95,28552.75,27914.15,28013.45,381151128,6867.09
11-OCT-2019,28245.55,28604.05,27736.8,28042.5,558917279,8470.43
14-OCT-2019,28238.5,28553.4,28043.25,28181.95,387660772,5919.07
15-OCT-2019,28257.85,28694.85,28186.25,28555.1,350926458,5599.17
16-OCT-2019,28689.45,28759.35,28305.4,28538.8,400383734,6136.08
17-OCT-2019,28596.35,29049.05,28487.95,28989.45,617849861,7434.75
18-OCT-2019,28954.8,29249.5,28864.1,29120.25,605170183,7459.77
22-OCT-2019,29416.25,29690,29231.2,29411.15,582221306,8753.58
23-OCT-2019,29478.85,29643.8,29214.05,29459.6,497765615,8082.3
24-OCT-2019,29604.35,29693.25,28994.2,29107.95,439980796,7551.17
25-OCT-2019,29228.65,29452.1,28923.8,29395.95,632216369,9610.61
27-OCT-2019,29605.4,29644.45,29446.8,29516.3,110013856,1489.52
29-OCT-2019,29527.6,29997.65,29385.45,29873.05,567556033,8794.15
30-OCT-2019,30005.7,30151.1,29753,29987.5,448802636,7242.26
